,A01_01,A26_01,A26_02,A26_03,A30_02,A30_03,A30_04,A32_01,A30_01,A29_02,A02_01,A02_02,A02_03,A02_04,A02_05,A02_06,A02_07,A02_14,A02_17,A68_02,A69_01,A03_01,A11_01,A31_01,A33_01,A33_03,A66_01,A68_01,A74_01,A23_01,A24_02,B07_02,B07_03,B07_05,B15_08,B35_01,B35_03,B42_01,B51_01,B51_02,B51_03,B53_01,B54_01,B55_01,B55_02,B56_01,B67_01,B78_01,B08_01,B08_02,B14_02,B15_03,B15_09,B15_10,B15_18,B27_02,B27_03,B27_04,B27_05,B27_06,B27_07,B27_09,B38_01,B39_01,B39_02,B39_09,B48_01,B73_01,B18_01,B37_01,B40_01,B40_02,B40_06,B44_02,B44_03,B45_01,B15_16,B15_17,B57_01,B57_02,B58_01,B58_02,B15_01,B15_02,B15_12,B15_13,B46_01,B52_01,C01_02,C03_02,C07_02,C08_01,C08_02,C12_02,C14_02,C16_01,C16_04,C02_02,C03_07,C03_15,C04_01,C05_01,C06_02,C07_07,C12_04,C12_05,C15_02,C16_02,C17_01,C18_01
B27_05,225.61,229.93,279.08,223.24,245.25,245.25,243.4,230.35,305.75,240.59,310.35,368.79,363.57,252.35,337.85,338.45,225.08,301.94,230.17,311.9,278.95,245.03,272.33,275.23,249.04,268.63,225.34,315.46,209.56,228.86,225.37,245.1,250.37,265.99,221.49,260.81,234.97,266.38,226.66,227.45,222.77,238.57,248.48,221.01,234.21,229.84,253.84,223.4,226.36,197.16,182.18,323.97,203.19,207.55,189.0,171.21,149.9,165.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_06,164.01,156.38,240.95,160.67,253.11,253.11,253.58,176.73,336.13,208.84,283.99,358.38,349.46,201.22,325.61,327.02,123.63,283.33,159.39,279.08,233.11,240.42,270.16,296.61,228.73,263.81,183.46,318.4,168.25,174.65,157.75,187.24,199.83,225.88,139.65,204.32,134.7,222.48,133.24,134.64,117.54,167.94,179.4,134.68,159.32,142.73,192.76,138.21,188.16,98.37,88.84,334.67,93.34,91.92,113.73,78.38,76.07,67.39,151.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_07,250.94,252.41,286.81,247.04,260.23,260.23,242.56,228.51,317.53,262.91,292.65,343.68,342.72,243.33,309.49,309.21,243.13,274.59,228.22,303.56,272.82,286.88,312.59,314.84,287.72,308.29,250.24,352.48,248.56,230.86,232.74,246.72,245.27,258.4,239.7,272.48,248.94,256.02,240.85,240.68,244.03,253.69,261.19,240.13,249.77,247.66,247.52,235.27,220.14,219.41,181.05,296.24,209.26,219.36,200.66,203.02,190.04,197.46,107.52,151.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B27_09,162.97,163.25,241.3,164.57,240.48,240.48,238.76,178.02,323.92,202.71,276.34,348.77,343.65,198.12,317.15,317.84,133.88,274.44,159.93,276.09,232.12,231.27,261.18,283.19,222.58,255.43,181.95,309.48,164.5,170.98,157.78,195.15,205.75,230.07,149.84,208.69,149.52,227.3,144.44,145.85,131.93,172.11,185.97,146.35,167.34,154.1,199.2,149.34,190.62,109.68,104.61,329.13,111.7,112.96,121.82,83.58,71.64,76.98,116.12,48.8,124.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B38_01,154.44,153.82,233.52,159.53,253.85,253.85,248.27,181.63,352.01,199.53,283.73,355.29,354.91,204.49,322.19,325.37,126.58,280.26,161.49,272.54,226.75,244.96,270.74,301.17,228.04,263.27,181.01,314.29,174.13,164.35,149.17,194.5,203.59,230.84,135.0,189.54,124.15,225.8,124.73,126.99,114.26,147.5,181.07,143.83,163.95,147.39,184.81,138.67,202.11,105.81,96.48,331.24,60.02,70.23,93.45,107.47,110.18,108.53,193.22,98.93,190.37,105.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_01,192.77,186.92,236.76,183.74,259.93,259.93,246.53,204.19,345.53,224.19,276.68,336.7,337.97,210.69,298.59,303.97,175.96,262.18,180.12,259.61,219.13,268.82,292.38,314.06,251.81,281.02,197.17,326.26,211.5,198.9,191.07,192.0,190.33,213.56,162.09,195.09,152.66,206.1,161.24,160.84,166.99,178.85,191.22,170.66,180.85,173.14,167.21,153.38,186.73,155.39,96.42,306.5,98.1,119.97,116.89,166.5,161.4,160.25,199.4,127.23,174.14,134.34,93.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_02,264.0,266.9,268.93,258.69,254.95,254.95,217.51,224.14,325.37,269.59,259.63,287.9,299.41,230.51,241.55,248.49,267.27,215.1,226.08,268.38,244.78,316.03,338.3,342.2,317.26,334.15,258.16,367.96,282.82,243.04,250.58,238.53,220.28,232.14,243.42,255.72,254.36,224.95,249.56,247.38,267.54,253.42,265.48,259.46,262.13,264.27,215.9,236.51,210.53,249.01,200.46,232.48,224.11,243.47,216.54,271.46,262.26,265.73,249.93,224.49,194.66,220.81,209.3,166.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B39_09,139.31,132.35,232.18,138.66,262.52,262.52,265.48,185.42,355.23,199.6,289.0,366.68,361.38,201.48,333.94,336.63,87.63,291.2,151.75,272.32,222.82,234.9,261.29,296.58,213.17,252.2,167.39,306.72,153.41,173.97,150.74,181.7,196.25,226.23,112.6,181.31,86.29,221.09,97.59,100.86,71.0,140.32,156.12,108.06,135.17,111.78,176.69,108.51,196.8,68.58,81.72,357.35,37.37,30.24,97.14,77.68,81.58,73.07,202.21,85.64,212.79,105.04,71.69,115.28,236.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B48_01,151.18,145.45,233.88,149.58,248.93,248.93,247.41,157.92,340.43,199.25,266.71,343.21,340.03,179.58,311.2,312.17,99.04,266.26,133.51,271.05,221.97,233.28,262.58,291.69,222.06,257.87,174.43,312.11,155.47,166.94,148.71,182.78,194.29,222.45,126.18,192.92,113.71,217.48,117.99,119.93,100.15,154.04,173.92,128.16,153.47,134.13,181.08,127.55,191.15,86.92,96.13,329.4,75.37,75.65,112.05,96.32,97.25,92.3,194.73,81.75,192.34,98.97,85.49,124.52,204.96,67.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B73_01,161.92,158.6,247.68,159.97,260.17,260.17,264.4,205.31,339.3,211.43,294.24,369.52,359.64,215.25,336.45,337.39,128.02,296.63,175.76,275.82,232.21,238.4,264.77,293.54,216.33,253.17,179.76,306.94,167.28,192.87,174.87,202.33,216.42,242.32,146.55,205.89,137.84,238.38,131.9,135.63,113.16,170.27,159.41,123.33,142.35,128.66,202.27,130.21,203.1,106.28,101.25,359.12,99.81,98.26,121.89,97.18,90.09,87.71,171.27,96.75,188.38,97.99,115.88,138.54,247.54,91.53,116.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B18_01,161.96,158.82,222.61,166.38,236.29,236.29,238.27,208.36,352.03,177.62,306.75,373.95,371.11,236.42,338.24,340.52,173.4,300.24,201.71,288.41,248.63,245.78,267.91,298.19,228.14,258.82,181.39,302.27,189.37,193.63,184.31,217.01,224.27,248.83,142.37,178.09,164.34,243.26,161.37,166.94,154.66,164.83,195.52,168.98,182.85,173.01,209.73,161.62,217.52,145.86,151.97,316.49,149.01,151.82,134.03,162.75,160.13,161.53,226.89,170.47,240.4,171.66,151.2,178.48,230.19,148.4,152.35,159.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B37_01,170.34,176.06,238.7,177.59,246.27,246.27,234.23,188.06,337.01,212.05,276.66,342.31,341.84,206.87,304.22,306.94,157.16,264.81,173.68,270.08,229.46,249.68,273.87,299.21,239.91,270.72,191.82,318.3,189.29,184.07,174.25,206.09,209.7,235.08,164.18,213.61,164.27,229.86,155.33,158.95,150.41,180.72,198.7,168.88,185.03,174.76,203.05,160.55,198.62,136.71,138.87,322.68,140.45,145.55,154.3,157.48,153.44,155.24,215.02,147.26,207.31,148.32,134.59,160.73,179.64,136.22,118.24,158.07,134.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_01,197.15,197.43,260.75,200.01,275.05,275.05,269.03,222.06,365.59,235.88,303.59,367.63,367.3,237.8,330.86,333.68,181.99,293.4,205.24,295.24,256.91,271.62,294.01,322.48,260.83,290.78,215.33,335.2,213.73,217.03,205.88,230.86,237.19,260.31,185.91,230.99,182.88,257.65,183.43,185.96,174.35,203.62,220.28,191.8,207.18,195.99,225.62,187.83,235.65,167.78,171.1,339.3,159.82,163.75,175.71,178.7,177.13,177.16,239.93,172.74,233.28,176.61,156.6,180.04,196.2,157.88,139.42,179.05,136.64,100.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_02,231.46,234.28,282.79,234.21,283.9,283.9,271.83,246.05,363.26,260.67,312.57,370.03,368.84,257.59,331.76,333.03,224.33,297.98,234.05,306.84,274.6,293.84,315.15,335.5,284.81,311.15,243.62,353.12,245.8,240.6,234.87,253.03,255.26,275.19,222.99,259.26,225.04,271.72,219.04,222.07,215.77,236.58,243.07,223.27,233.32,227.91,249.12,217.79,244.01,205.54,200.15,336.09,202.55,208.27,210.31,218.74,214.35,216.08,251.54,205.08,236.76,204.43,196.13,207.35,190.49,201.42,182.01,206.2,156.44,105.42,87.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B40_06,182.98,185.57,263.14,187.96,268.76,268.76,269.62,221.61,351.82,229.52,302.77,373.23,365.53,232.91,337.45,338.08,161.87,299.61,199.04,291.32,251.96,256.53,280.6,310.39,243.5,276.34,204.52,324.59,194.55,213.78,198.73,223.48,234.77,258.87,175.19,227.13,170.36,256.6,164.29,168.04,149.43,194.53,190.7,161.34,176.64,166.06,224.67,165.46,227.83,145.9,159.05,357.49,149.36,148.83,168.27,154.56,151.55,151.08,225.95,157.12,231.25,160.72,156.58,185.87,228.8,142.75,138.6,141.88,132.2,110.32,110.76,106.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B44_02,168.84,172.27,237.85,178.26,245.16,245.16,243.84,206.54,349.07,204.2,303.61,369.4,365.13,235.79,334.65,338.38,172.63,298.25,202.33,287.84,250.0,247.58,270.11,302.35,239.6,269.32,191.99,312.25,192.1,199.32,188.36,224.55,233.01,257.17,166.12,213.58,177.31,254.77,169.73,173.25,158.85,177.86,208.38,178.22,194.37,183.43,225.54,176.69,228.25,149.21,167.89,335.5,160.11,160.5,161.77,162.35,160.5,163.24,227.53,171.77,238.84,171.14,156.59,195.18,231.43,157.59,152.14,169.39,107.19,118.18,116.42,135.77,119.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B44_03,168.78,171.11,242.11,178.78,252.78,252.78,253.65,210.28,358.41,204.54,309.52,378.02,373.94,239.25,343.8,346.3,168.78,305.98,203.96,294.26,254.91,249.96,272.06,306.08,239.66,270.78,194.77,314.5,191.41,200.99,188.82,228.38,238.68,263.19,165.12,213.1,173.52,260.51,167.93,171.97,154.31,177.26,207.95,176.58,193.44,181.0,228.39,176.67,235.34,147.68,168.53,342.52,156.92,155.85,160.34,156.84,156.64,158.44,230.06,170.03,242.85,170.61,154.24,195.93,239.5,153.05,149.6,166.03,100.07,122.67,115.6,139.04,117.55,23.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B45_01,199.16,203.02,273.02,204.48,277.86,277.86,279.2,242.1,358.53,243.05,315.23,381.41,373.11,251.27,346.61,348.81,187.33,312.33,220.89,299.87,264.62,267.52,289.53,319.72,255.77,286.2,217.72,330.66,212.78,233.6,219.79,242.3,252.45,275.09,196.51,243.91,195.61,273.75,189.44,193.01,175.6,214.4,210.28,185.34,198.06,189.68,244.18,188.92,244.64,172.02,185.12,369.03,176.95,176.86,191.27,182.44,178.73,179.42,245.53,187.56,253.74,189.17,183.56,210.11,247.81,172.33,171.99,168.09,144.95,140.69,134.5,127.49,60.88,120.64,120.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_16,165.79,170.98,191.41,170.26,191.57,191.57,185.05,133.57,289.65,188.55,270.76,324.13,319.92,210.01,277.51,283.38,192.75,240.86,187.13,232.14,198.69,242.49,263.01,292.55,255.67,275.71,176.23,305.07,198.94,187.32,185.92,207.82,205.2,226.59,155.9,189.91,189.67,221.54,171.1,166.51,184.94,168.01,212.03,193.52,206.56,199.83,202.76,173.76,212.62,175.76,177.59,287.53,189.35,194.63,172.78,198.93,194.12,197.27,240.2,192.56,245.8,192.62,191.16,211.52,233.71,193.58,182.66,211.06,211.03,200.54,230.16,254.97,228.11,209.5,214.56,245.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_17,249.74,252.32,233.64,254.4,228.15,228.15,220.05,192.46,329.3,243.79,329.21,365.22,366.34,285.51,319.85,326.15,291.62,290.49,272.68,296.02,272.67,309.46,323.7,347.9,331.82,343.11,256.02,360.25,284.59,259.71,266.04,278.76,270.7,283.32,241.18,252.01,282.45,278.8,271.74,267.26,287.26,249.71,306.18,291.89,302.0,297.81,273.73,272.02,281.94,275.06,268.63,283.61,284.96,291.5,257.95,294.75,291.16,294.03,311.5,284.68,310.52,283.84,282.83,292.31,285.29,291.36,276.55,308.16,291.57,286.14,311.71,330.31,319.21,291.97,297.84,332.65,121.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B57_01,172.92,185.02,222.24,185.34,206.46,206.46,201.33,147.56,300.33,201.49,292.8,349.99,347.97,230.2,310.04,314.31,196.63,273.14,204.63,265.0,232.12,241.11,260.34,286.96,250.69,271.55,190.98,304.48,194.09,188.84,185.99,223.1,226.02,247.32,174.11,210.53,200.01,243.67,182.87,180.94,187.54,167.38,222.03,198.96,212.6,205.21,225.58,189.67,228.48,174.78,192.57,319.82,197.93,199.56,186.62,193.01,190.47,195.39,240.32,200.42,255.43,196.34,195.68,228.24,261.76,197.99,190.95,212.02,213.27,206.39,235.63,259.04,227.89,201.68,206.79,243.57,89.74,157.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B57_02,150.34,161.84,211.36,166.53,221.61,221.61,214.17,133.26,322.06,196.77,286.46,348.49,348.61,216.0,307.75,313.3,163.71,267.93,182.2,258.83,218.76,243.9,263.63,295.96,245.58,271.88,180.83,309.93,184.46,169.25,160.5,204.75,209.39,232.99,147.63,191.29,164.79,229.68,153.82,150.72,156.44,144.83,206.87,177.45,195.05,182.88,203.01,166.51,220.89,148.27,166.34,323.13,164.8,166.26,162.1,167.02,166.96,169.12,236.65,173.58,246.38,174.93,164.36,201.99,246.35,164.0,158.24,190.54,196.83,180.63,211.15,242.62,207.83,186.4,189.96,226.92,90.21,166.25,79.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58_01,210.82,229.73,240.96,226.93,209.18,209.18,195.75,174.37,304.56,225.06,298.25,341.54,345.8,252.71,298.38,303.9,247.1,266.94,237.84,270.29,246.2,271.27,285.69,309.13,287.49,302.02,225.39,323.35,239.07,220.47,224.71,256.04,252.35,268.76,215.63,231.72,244.95,265.36,228.38,224.69,240.71,201.49,257.02,246.0,253.45,250.54,249.36,231.26,256.79,229.56,234.79,304.15,244.43,250.07,225.21,247.72,243.33,249.47,270.42,247.16,277.33,239.6,237.56,257.96,264.06,248.15,237.22,258.47,250.38,242.84,270.93,287.69,268.97,239.52,246.35,281.38,107.1,143.95,76.58,117.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B58_02,122.45,123.59,225.91,133.3,242.86,242.86,251.97,159.04,340.19,185.76,296.95,374.97,368.2,209.26,342.06,344.24,92.29,298.63,160.94,276.44,228.58,218.27,243.5,284.4,209.28,245.81,160.57,295.82,135.9,166.98,143.8,191.97,209.31,238.23,110.03,182.04,106.7,235.13,101.88,103.83,72.79,127.19,166.1,116.2,145.3,121.87,197.58,122.24,214.99,73.05,127.31,362.55,104.17,91.9,125.45,82.85,89.23,85.94,215.12,120.37,240.47,130.28,121.63,180.45,269.74,90.13,103.34,126.48,160.85,156.25,180.55,222.38,159.49,156.47,153.23,184.25,150.65,248.37,138.22,110.54,196.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_01,228.07,222.67,206.29,225.49,162.69,162.69,163.32,190.91,307.86,187.02,273.21,304.06,302.14,237.89,269.5,279.91,264.64,245.15,230.76,295.58,271.89,270.51,300.22,317.33,301.9,312.59,226.93,336.81,254.75,235.04,243.09,254.53,244.37,258.98,200.77,217.78,264.77,256.13,261.39,259.56,270.94,241.67,279.31,263.84,272.72,271.46,251.7,249.02,231.67,244.89,236.0,180.04,251.4,261.1,205.54,269.27,261.7,264.74,268.5,250.01,265.92,247.22,250.78,250.97,229.09,261.53,236.39,272.71,235.23,243.7,265.28,278.44,274.34,248.74,255.33,286.43,191.43,214.47,222.65,223.33,225.93,250.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_02,169.29,149.04,155.1,159.42,178.76,178.76,186.95,179.52,330.51,129.04,278.81,330.95,329.57,221.19,296.11,303.08,207.81,262.89,197.67,270.07,233.97,246.21,273.11,303.62,255.23,274.05,170.65,302.71,212.05,198.42,199.13,208.12,204.13,224.35,112.57,120.73,187.48,217.68,193.52,192.69,203.23,165.88,217.25,200.01,210.16,204.87,193.08,180.17,204.07,184.94,178.28,237.42,187.87,196.72,137.16,213.14,207.82,208.63,249.43,204.85,257.66,207.27,196.92,200.92,232.75,197.32,192.07,216.86,174.44,208.13,228.38,252.77,231.29,207.58,210.25,245.93,172.97,222.36,202.99,190.86,221.9,195.07,126.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_12,157.22,148.83,166.95,155.24,156.33,156.33,157.5,149.81,301.13,140.6,251.71,302.42,298.2,194.44,265.86,275.06,188.53,233.3,173.1,256.3,223.09,227.76,258.7,285.47,244.95,264.75,164.02,298.37,191.34,180.84,181.56,205.53,201.59,224.48,127.58,167.0,190.86,219.76,185.78,185.32,190.27,174.43,213.82,191.06,204.19,198.85,202.31,177.09,187.48,164.85,165.09,227.95,175.9,183.65,135.78,192.65,185.73,188.47,222.56,181.18,228.25,180.19,178.13,191.87,205.55,183.42,164.13,198.27,162.61,174.34,198.29,219.56,201.59,175.58,181.05,216.36,149.04,212.04,174.28,166.49,195.97,174.23,90.09,88.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_13,124.09,106.65,166.28,118.81,202.88,202.88,200.32,136.41,327.64,139.79,263.78,330.66,327.88,187.87,295.75,301.03,134.01,255.93,149.43,246.02,200.98,221.56,249.54,283.68,216.86,246.27,139.76,287.48,160.71,144.94,137.09,174.48,178.88,207.15,72.89,125.2,120.58,198.9,113.91,114.28,119.37,89.65,166.36,137.46,154.26,141.85,163.56,120.43,182.74,105.44,124.79,293.66,123.73,127.53,101.26,137.23,135.91,137.04,214.12,142.96,227.96,146.7,127.85,163.09,224.59,126.08,125.44,154.58,137.28,151.97,179.44,212.8,174.74,148.45,150.27,194.82,131.18,216.55,139.81,119.14,178.57,108.48,181.56,112.05,105.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B46_01,119.38,101.6,205.27,114.07,240.99,240.99,251.94,165.01,346.01,171.02,286.84,364.59,356.28,197.65,331.59,334.86,83.27,288.93,147.7,269.63,220.18,218.35,245.61,287.74,208.05,244.24,147.85,293.55,138.46,170.42,147.59,185.28,200.74,230.83,76.88,159.47,91.0,226.17,98.7,100.21,73.31,129.07,160.08,111.18,141.2,116.52,186.07,109.96,204.63,70.65,116.54,348.99,93.24,82.68,107.13,90.09,94.19,87.24,219.56,116.49,242.36,132.57,122.29,170.22,263.61,81.5,97.6,126.31,154.87,157.85,179.35,223.49,161.72,163.66,159.71,187.12,161.15,255.59,172.24,139.55,223.92,64.96,231.58,165.11,155.69,99.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B52_01,144.48,142.65,209.39,144.33,222.09,222.09,211.23,137.01,312.89,184.62,247.01,318.19,311.51,167.87,278.94,279.66,118.64,235.43,130.63,231.79,184.32,230.05,258.2,284.54,221.86,254.37,161.67,303.6,162.48,146.74,136.42,179.21,182.76,211.73,123.52,180.66,127.25,202.48,94.89,97.5,104.05,137.47,160.76,130.88,149.47,136.82,172.22,110.75,174.86,99.34,101.26,308.04,107.98,113.09,120.57,127.25,124.16,124.85,201.5,115.75,199.49,122.09,108.94,143.27,192.89,108.23,91.82,131.45,148.56,114.8,155.63,182.32,144.49,147.96,149.97,173.42,136.22,238.34,156.62,130.65,195.81,109.58,217.44,176.24,145.17,101.7,111.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
