,C12_05,B27_03,A69_01,B44_03,C03_02,A26_03,C15_02,B73_01,A68_01,B15_02,B40_06,B55_02,C08_02,B35_01,B27_05,A33_03,B08_02,A32_01,B07_05,C04_01,A02_14,C17_01,C03_15,B15_12,B58_01,B55_01,A02_05,B40_02,C12_02,C16_04,B58_02,B15_16,A66_01,A02_03,C12_04,B08_01,B35_03,B78_01,C14_02,A02_06,B46_01,A01_01,B54_01,A33_01,C18_01,B51_02,B07_02,A30_04,B45_01,B57_01,A74_01,A11_01,C05_01,B56_01,C01_02,C07_07,B44_02,B15_10,C08_01,B15_17,C03_07,A68_02,C16_01,A30_02,A23_01,A02_01,A02_04,A30_03,C06_02,B39_09,B48_01,B15_13,A30_01,B27_06,A02_17,B27_07,B15_18,B27_09,B15_09,B51_03,A02_02,A24_02,B42_01,B07_03,B15_01,B39_02,A29_02,C16_02,B27_04,B40_01,B39_01,B67_01,B53_01,A03_01,B15_03,A31_01,B51_01,A02_07,B57_02,B38_01,C07_02,B15_08,B27_02,B52_01,B37_01,A26_01,B14_02,C02_02,A26_02,B18_01
B45_01,16.98701331156785,15.322933572479414,15.986484482263633,9.362460700793827,15.56932856357772,17.401110122871515,14.427412280351783,13.996795712309272,17.23900354342433,12.94663245364003,8.402553536538978,14.75059584535133,14.375423507079399,15.608338776344697,15.267916937025586,16.61979500224665,14.683145091333655,16.472574465292546,15.071174756942607,13.832714103399075,15.136710349789524,14.66973940106328,15.76939292907054,11.055268402391409,14.613228705073068,15.028084140964465,15.45868687934426,8.739712047138413,15.921010218879488,16.560945285796993,15.516996580587366,15.590072293888106,17.768333454845063,16.082787223558864,16.989678724156505,14.473498366317804,14.933960905889903,15.432851447589298,15.598061702107321,15.304970352471658,16.732315191391056,16.11875447247838,15.099516365383787,16.604874095890718,13.962624028323756,16.07916332736773,14.910365443667338,14.514302355748251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B57_01,11.879638760225614,18.29285212192155,12.636050164751552,14.036805474068483,11.886721302333285,14.286438859661223,12.426358982781279,18.216536703408703,12.038780416428255,14.204564088153788,14.588711487198195,11.897461052046847,13.736690604878603,10.417994275010162,18.252942444571712,12.752358679751794,15.95298064692831,8.697493748287865,14.105830917184665,15.1184529222038,11.338417761953641,12.741526064224193,11.813714480991163,13.528503804136603,5.621255638103178,12.870009247102944,11.756815951828962,14.303606248801083,12.342226069870796,11.178532894855618,5.843495021137728,7.910301206916611,14.64550081141341,12.869330652264876,11.902581987878841,15.933516845448208,12.12063761978626,13.465644353945214,14.001325577791151,11.255723043597015,11.620655622279454,11.492357327360827,12.29338378033068,12.959827470579327,16.240453098087308,12.170276032448767,14.239729403718643,11.968155170984502,16.427055002156642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A74_01,12.3107509958501,15.979365393543974,10.45709721330693,13.571896465691658,11.735222961520874,11.129874003823302,11.752616781479903,17.57253636885736,8.176148082937413,15.66034081157496,15.381817422674825,12.65225957217379,13.008596633533752,12.407601300258591,15.926648176419656,8.615171204686202,15.425959662212689,3.7625616237354964,14.641090851368842,14.066372843003938,9.396110293903007,11.969495770791818,11.61632927653788,15.188094488577768,9.542150478312857,13.408312867380848,10.054590229274165,15.43646043256221,12.400632735066019,11.826531359378578,10.535445802746885,10.575402590191533,11.213707484511911,10.616116352685923,12.351579992225831,15.682480784443328,13.253214054729721,13.542578286324481,13.829383090533986,9.281676236663612,12.060366588908781,9.125018371062486,12.9004403324307,8.903474442204253,14.685932355422567,13.863939143233472,14.587443909423577,9.698740283445131,16.835806299485174,9.573679437265648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A11_01,11.433960143272417,15.897961129400446,11.23128622242423,13.62397800950735,10.516982654391736,10.16052300294065,10.798453979172972,17.988778690835517,8.959175795679435,14.763219948869606,15.698596648020668,13.25251258331756,11.15567750784808,13.118156781075855,15.853736294204097,10.345581645451817,14.762896907038902,7.981797438016681,12.95994859126344,12.291775008336534,10.543112208425782,11.158919859437267,10.348229576979849,14.041888753479759,10.485229280268388,12.990091437448346,10.684270495519357,15.674112441931173,10.882618694068617,10.776711568338385,11.641565075766394,10.119798786065648,9.663287445149164,10.544024193862455,11.443737273011982,15.054199425042956,14.168244267698684,13.368863860652517,12.144085064524086,10.451482447443228,10.761363841669173,8.25970699229998,13.454929960663971,10.698007309456765,12.860843267723567,13.616967479422113,12.800708393811256,10.018216049792933,15.97791032751605,11.253905290410938,7.086064776580389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C05_01,8.888249790009713,17.570519066007456,12.411157230602447,14.831311542594905,8.882034988846982,12.847893542499143,5.0738529808467545,17.12386406595054,13.576814780061088,14.807640884741843,15.047394604048408,11.86530159709386,3.613049475591796,13.510107405424659,17.53512884911035,15.349148822548843,14.754382794546233,13.10368335580065,9.740775200870528,6.645178272550988,11.292734676654009,3.866363425566352,7.902227545294852,13.750140837963196,12.035757664466605,10.235080035584073,11.22764843374129,15.316033961724678,8.98594488499112,11.081778414684496,13.11839478994788,10.85572246528472,13.023969160352081,10.171123739613913,8.8629943734686,15.011000166238102,12.28961376094271,11.37172752859183,10.911123076259882,11.383619775652974,9.568687257523871,12.549937154519924,12.016571676909095,15.60955035791229,7.302806705527578,11.415247153351725,9.902908038437564,13.207123997485787,14.844209298174537,13.744043899631546,13.053322556348435,11.363874498162284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B56_01,12.485033184902486,16.660749163856373,10.25604297992066,14.446520289424537,11.579946335248016,13.842826053439289,10.251687392689005,13.199904297425103,11.15936304600458,13.091036743640382,12.798953053264677,1.2525223669907712,11.290695934038592,9.120258676842994,16.63984363168754,11.708117397463985,11.836980143934811,12.365435571636164,8.967392372049137,12.923235140305586,12.34153969387666,10.618159643055728,11.934373277244237,14.962249100357536,11.611384549986889,5.133115322318941,12.90530711554051,13.239712568588814,12.134495395946484,11.381888074906197,11.89014329714465,13.124904505851205,13.54444651173857,14.260206720790242,12.480689024803683,11.474180942347319,8.297100805629345,8.285948761777165,13.598628651605269,12.441907513726024,12.320456265351936,14.108898817374797,3.1541303617789245,12.062569789627752,13.503865644513539,9.527844589189533,9.132237950576727,12.750210878865305,14.751147295555219,12.022533499132123,12.716486532161,13.218645257991648,11.953613939124612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C01_02,8.621415246531923,18.070139164403606,13.15496409021616,15.265364450858879,9.733601748947152,13.802600068851973,7.903846798960069,16.932372044502003,13.65060688199975,14.648646969600213,14.654308555265567,12.001956295278337,6.106692357150156,13.330532449883474,18.03127753531615,15.580200619974997,14.360703205307837,13.063477986124662,9.332408421820984,8.853598736493115,12.243045536855966,7.669108015210001,9.971039578426268,13.460014407900971,12.620883289592705,10.431492501519783,12.023585540259624,14.814122924830741,9.420168578817762,9.727284850422537,12.330484792081931,11.701155817599586,13.635876811531643,10.600903609435738,8.61024111566479,14.234824545973664,12.205901596647319,10.858172739422711,9.58366490749207,12.364283161331254,10.128174966270592,12.589650363534137,12.101557712909706,15.872510825282339,9.661069145282784,11.261881517172025,9.504209797250995,13.449347407388181,15.180308041994486,13.740624628854798,13.044330128289625,11.78984528899778,7.0974811424188,11.97647494833181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C07_07,11.28697888423492,12.799505758048717,14.959171461467198,13.69076452189039,9.027028896616812,14.833309319722566,11.39245930292389,16.195660082470855,14.369399498640302,14.460479321472038,14.660783238937277,13.66978954500878,12.603982748112777,13.460864266335783,12.800335701078161,13.72439091048255,11.878345671329122,13.638906245493908,13.17695487825538,10.436480539328993,14.99255565616142,11.826760538146774,8.478166259814568,13.995820222783722,12.211021403382945,13.69268620957099,15.392456857554876,13.828922652803161,9.742145203169803,10.73649050703504,14.209063733265829,13.146025709634648,13.968762744562195,15.789219273775148,11.313120464145419,12.031945070020726,16.164083876296385,14.517016230045751,9.487499942997891,14.937683119112686,10.959851458208922,14.267556206166535,13.556992351841517,14.065275867874755,9.586504971482865,16.035539341781906,13.057019991449915,12.530018828328792,15.416117465984254,14.561263128904258,13.703628253871551,12.247629958324131,12.515178767676336,13.54961710496709,13.748896365445304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B44_02,15.048553940363595,13.876729700216824,16.13649963667428,4.805245573146683,13.763889885691428,14.964835041333018,14.549641553951497,16.505852450784733,15.072008787482376,11.63342060323615,12.142237252307533,15.761482178586386,14.7458697253483,14.302142133528088,13.792012332356174,15.345383324907242,14.51997867270687,14.764022926426339,14.702504296735599,14.73125908715667,15.923227474965872,14.779083600311845,13.629302751665609,9.487743789530075,12.954600858080381,15.756520430406134,16.131918977375967,11.945848070531055,14.085570478025126,15.06313651896942,14.438687879922481,13.645486078215757,14.947967838711955,16.483192136624876,15.083962347568082,14.774706170065144,15.696088408212535,15.606388846201783,14.623082718997347,15.948753506047552,14.863451994622865,13.970078120340858,16.095219636601332,15.355883815158366,14.80850739620573,15.893074890642593,14.411941498370194,14.963102944262417,8.968789145065054,15.280956312881672,14.819989906343615,13.567345143322465,14.869872716834296,15.780091514969632,15.248809539828311,14.268937178040172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_10,16.662906392621423,15.56120077368574,14.619051043058757,14.202886495643723,15.857684482937305,15.990600244598555,14.835822877370335,11.113580164850331,16.108156807057004,10.993087407631617,13.474065693120355,13.790761129220359,14.613079523332711,13.783057588982278,15.524367277141344,16.71536045603396,15.290456396156719,17.84123960528675,12.544401464985988,15.311503575369795,16.349286140266724,14.593031586899246,16.0383621495109,13.68473881936068,15.69001560176973,12.999170628104547,16.757236790665726,13.75716758221487,16.095112175773288,16.874035969168503,16.233115577267217,15.777090151415823,16.193774361724785,16.52194386294648,16.67122627599077,15.033159046554697,12.634137035904764,12.765192740603439,16.595460419580675,16.653366156592334,16.863747057258824,18.285218240141354,14.123414809417504,16.970623455009264,15.644448213668085,12.77935952746442,12.424353736714632,17.0725969072776,14.05345998385616,17.31106814764812,18.152099848014174,17.437325833027646,15.000383562244599,13.86552600021229,14.44570820982562,17.773972888392564,14.804027362214754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C08_01,9.744571868975662,16.63805046487862,10.928695954103283,13.77691209366327,8.285199932618493,13.46369654746788,5.935424271027018,15.500026746471347,12.486757610836259,14.37148512361733,13.083053462485115,9.20747299190587,5.647223121581526,11.471743871303078,16.609299591330505,14.025551107444745,14.316854938145106,11.509567313081723,10.414022003854656,9.157081035920429,9.5551673877596,5.195418982491869,8.667230820159137,13.739164052731578,10.369633300943047,9.299432097585807,10.032252795757296,13.4040583922063,8.955034636797448,9.05823983107695,11.323800480034594,10.932664176363287,13.56439788216041,10.69325181068974,9.716616577655055,14.176931900888581,9.972752478966866,10.740185135041687,11.393227977409884,9.656180983141224,9.579009251869506,12.29683209514564,9.385436544348291,14.335760034135118,9.779300592747532,11.182879260508997,10.498556778708636,12.215058485968616,14.152047310374575,12.095811324948311,11.515657490101523,10.937977600989145,6.775481577246241,9.159296924944776,8.00270171220666,11.676772944138031,14.8198897266459,14.72590789856868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B15_17,11.23126720832323,16.67791337728863,12.347611149474323,12.619521783607665,9.84954016428565,9.994406555408915,9.985655526987273,18.758173470262186,11.403176461263913,12.971175826380104,15.248670466637762,13.53509157249994,10.753541079725178,11.588640860584572,16.63727329917792,12.86614952219335,15.828706554984388,9.196803264219175,12.483418201647734,12.399966068041987,10.817534363737877,10.116179413400681,9.500285405767256,12.326580203145047,7.596835425956284,12.550694866227811,11.069473107548356,15.298754139471617,10.432886838543826,12.301513525735567,9.753447940771776,4.6305017823884205,10.761938681957625,10.155739477015816,11.268514626325649,15.987840071244307,12.659561776188989,12.597684621690913,12.894277989711574,10.762440445940422,9.654372676842641,10.12028678950057,13.914039063989682,13.122438141141645,13.105754940014458,11.253751913196563,12.416292057120081,11.99559557811431,15.82900232238721,9.474499942844181,9.764912496992077,9.1660583870997,10.728837194415245,13.564861094252441,11.93001413350052,13.722626306286784,13.158437698196984,15.827579915677596,11.0101964654395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C03_07,8.497711880462903,16.647613565135007,11.268675763117876,13.818988921704932,7.92214484797216,12.46978266596758,3.713113713015733,16.54262904271817,12.717685966133192,14.235950733626767,13.974565632516699,11.01116077335188,5.534260129966488,12.4944046621139,16.619715464673583,14.432929359902504,14.315034517697928,12.1507008628807,9.955276944170695,7.953611932325719,9.983917295620959,3.009127211088805,6.876194799370938,13.547790739801014,10.897507826858615,9.90306589215963,10.286851622709163,14.317891177465361,8.536807285488937,10.277222420921392,12.085284996911229,10.131848200882152,12.525816589863194,9.85025538112131,8.451737048732099,14.544755948367037,11.500090606510215,10.559143834256929,11.16648423852149,10.073167663077214,9.243938928625775,12.623767490489824,11.162267925731884,14.73932265922612,8.451042310234763,10.48845195374664,9.833332481122902,12.595224255086107,14.832941250617855,12.922279610547902,12.074283648824801,11.003675482861357,4.698433560194218,10.990146602205005,7.320165401176918,11.536101611098111,14.441431790992528,14.345087828017794,5.950012195952099,9.83535379047808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A68_02,13.370113758986397,18.20588071908931,3.6732368258495414,15.186618204981313,13.637736277316662,9.47054552144185,11.965552461303924,15.294246736989992,7.014938906882906,13.9008106792633,14.826059480070931,10.764428192499132,12.157731358645409,11.285835740250313,18.168670053104645,10.20597058126519,14.181981001377014,11.645502472633181,12.216153510879542,13.459504964967559,8.141286944421875,11.529223852450464,13.404700547237894,15.346486261320113,11.93023444631897,11.77543532741199,7.574940740832185,15.244042829380687,13.349481204709985,13.08543542551727,12.459128486803813,12.936715414014953,9.554842687861932,9.245336478393302,13.341676055064436,14.567353362266802,9.674595390933911,11.275818439565397,15.288024695563493,8.14652032353836,13.340837501767364,13.520700435421452,10.620196222367671,10.651803952897232,14.035300647677785,10.797638744686422,12.236598438295388,10.9494815153917,16.09789476475422,13.244392499329969,11.175325496893445,11.315769180214623,12.24929614814304,10.720811061670974,12.691071179860156,15.35069622066863,16.28275267171886,14.755051250767643,11.13046359882431,12.540069030523856,11.29017981203462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16_01,7.028772717129154,16.80708623525934,13.868964995237208,14.330294637136353,6.9779767551868614,13.704812587361731,10.004447129984632,17.711605487541597,12.77726104598328,13.807189729834478,15.40019475991405,11.66112618813883,9.558003198868892,11.15759032872332,16.754563546686636,14.359541958702705,14.347364635833987,11.89722926720522,10.895415348012063,11.860289031915691,13.313389033009978,10.190318435749658,7.7027946505585465,12.774548830266193,10.232986277163294,11.445892822621287,13.200756091970613,15.039625798111665,7.050040236028727,4.181606880505922,10.583900752141254,10.801006055328676,13.338913417491659,13.46422194850729,7.079443171833164,14.076703096570311,13.465305027119408,12.568645388928658,8.453311347096218,13.2719510839249,7.849893663494764,11.765586164832767,11.737891383364374,14.679991607554532,12.531214075128268,13.442921460734086,10.696556790040633,13.390709577449904,15.92772868908771,11.547132245324953,11.953279476491117,9.718418585339823,10.454267519349493,11.642801195162377,9.395568018813595,10.228740504547009,14.293780570913682,16.841248772612534,9.056854475608654,11.97734047063363,10.088847210844447,13.77754823905356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A30_02,13.836963350492365,15.242440303227346,11.906252733835105,14.51973161288753,12.40607699634233,12.220884147638909,11.929155026154467,16.461976000048047,11.942447655129312,14.733521651306296,13.64483915176645,13.598367973715451,12.58463829020911,14.418657676455895,15.215795997676723,10.834264869109086,13.97364159257186,10.567256479651327,13.379314949880419,10.663339801642833,10.870827704211573,12.236421029714537,12.251091765147349,14.218374731842752,12.039672238195555,13.258677517286586,11.331937813369015,13.442906408177075,12.801929959119445,14.172066682107221,13.268338067655522,11.765153212369281,12.028906202446482,10.88392480166976,13.842199765714156,14.281273941958299,14.823855417306657,13.35916491189607,11.88824554032946,10.892739322007783,12.99572317635448,12.371429370587263,13.592750553178927,11.173180224575615,11.890687020603895,14.219850233950297,13.351816522208432,5.265547793737391,14.957673667672488,13.033653791081045,10.550272691083244,10.01781564281687,12.782353746771978,13.50836869066889,13.169199721309763,12.797701620752663,15.321591005303471,16.872822619252798,12.325021653159993,11.276086279843858,12.147116365915874,12.146144273277393,13.977851976508154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A23_01,15.344019765719619,17.478023461347995,11.418300718592741,14.416093773194675,15.262344249758746,15.459940702527197,13.363217252881658,15.979084863623537,12.865489210291628,16.76223596467203,13.335708977894864,13.388812641648931,14.433904020710312,15.094675384708657,17.442738226272414,11.835634356329374,14.79511643539336,10.42155849481682,15.248576553739241,12.946043560487903,10.300397392062417,13.34978093794611,14.978049748249061,14.848806910275686,12.278180145868161,14.352352991829337,11.036946664409156,13.187375965833818,15.643088196416189,14.975369289184988,12.248983002512583,13.668989600837989,15.42806327753053,12.217271340204386,15.340030349729592,15.088663765066434,13.97700216641551,14.050282560385684,14.793624012022557,10.42568265316835,15.740289600684168,12.40687284142998,13.4289459016836,11.828058545368494,14.133885679400398,14.19913702040315,15.33352363108395,8.838737213494055,14.3139465775275,12.282827133229532,11.084340738623508,12.69622390911179,14.377174061321924,13.335219862118842,14.096942098103547,14.915464089300446,15.952248484422489,17.420762412093946,12.874645799447991,13.712900688789555,13.429781318475108,11.893769898652558,15.261919328025032,9.856798848568204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_01,13.806678606767452,18.220775090452726,8.061858333989829,14.982691137181055,13.270950175852303,11.966362468774957,11.221712333768975,17.108207483661257,11.174787034858875,16.409790433358364,13.98223736569896,12.85141158107597,11.909578416031932,13.022487487650302,18.177685806366497,12.218128817374536,16.746887064546936,9.299430011358604,14.931173145111076,13.442884778533646,2.944523933444527,10.88494192739326,13.044096520299796,15.82020920292655,10.153938525302086,13.896369664093728,4.029198535961362,14.541681419174012,13.64368249779969,13.356161361448223,10.867907779839957,11.4671495010558,13.236663773341336,6.208005346124484,13.799497238941617,17.053841824752222,11.492615459033166,13.83090590649048,15.61766860262747,2.5679870405427323,13.360266957708369,12.101120013275306,13.102907194221725,12.498598430653185,14.273043237370507,12.725676798447621,14.990289894548416,10.170322800456782,15.687629277897987,11.265664560643103,8.804215517880852,10.649848987474035,11.972078374387037,12.846249008382431,12.477187844320042,15.373672600137375,16.39406826730211,17.127431284314074,10.2847673139287,11.0337448403056,10.824324123484752,8.535595028462344,13.690462628413524,10.933277012788732,10.33184860744633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A02_04,14.236758644131266,19.474024541101127,9.261627833377398,15.987535475964258,14.485082353160665,13.599635576547168,11.97409933898795,17.536664924610303,11.328643013173338,17.189766874969536,14.480252144811859,12.799172314095834,12.91335003584025,13.674289703309613,19.433316059154752,12.449408746897568,17.489765527773066,9.022888615808306,15.496148828594649,14.6029224845348,5.412250858341107,11.77340984934749,14.304291114686862,16.646940538418825,10.915884523061843,13.969047136215822,6.26670693430025,15.076914398690178,14.846741569579263,13.691538335381845,10.604146903047019,12.342947933330192,14.635646546670035,7.864202541140036,14.219965227706783,17.747352002900605,11.65224663125847,14.059743145219995,16.362865770191053,5.337235065885636,14.555994540313218,12.251015556596817,13.077944935669674,12.742760147288378,15.622631582258869,12.645788923994882,15.619045344837476,10.861258784559682,16.63002820166086,10.537918673081725,8.55288797244506,11.155507404704851,13.022614122645932,12.783767152078054,12.624135134256328,16.8651475013576,17.498096336986006,17.555149489605842,11.060867635880443,12.137360387513317,11.90665031653138,9.731230952980708,14.178676873170646,11.71644341806307,9.873233880517107,4.345825607096335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
